name,brand,gender,category,size,price,composition,color,url,img_url,article_no
Prickig badblöja baby mörk marinblå,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",74 80,100 kr 199 kr,"78% Polyamid, 22% Elastan",Mörk marinblå,https://www.polarnopyret.se/barnklader/badklader/badbyxor/prickig-badbloja-baby-mork-marinbla-60403322-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853641082.jpg?ref=F669B2502B&w=960&h=960&mode=max,60403322
Randig playsuit baby mörkblå,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",80,124 kr 249 kr,"95% Bomull, 5% Elastan",Mörkblå,https://www.polarnopyret.se/barnklader/overdelar/bodies-sparkdrakter/randig-playsuit-baby-morkbla-60408577-655,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853829107_5.jpg?ref=C948621ADA&w=960&h=960&mode=max,60408577
Topp med fransar turkos,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",116,124 kr 249 kr,"95% Bomull,5% Elastan",Turkos,https://www.polarnopyret.se/barnklader/overdelar/t-shirts-linnen/topp-med-fransar-turkos-60408471-815,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853824041.jpg?ref=F3CC9A0C21&w=960&h=960&mode=max,60408471
Klänning med små blommor mörkblå,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",116,200 kr 399 kr,100% Bomull,Mörkblå,https://www.polarnopyret.se/barnklader/overdelar/klanningar/klanning-med-sma-blommor-morkbla-60408227-829,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853818156.jpg?ref=65972C12D9&w=960&h=960&mode=max,60408227
Randig klänning turkos,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",116,200 kr 399 kr,100% Bomull,Turkos,https://www.polarnopyret.se/barnklader/overdelar/klanningar/randig-klanning-turkos-60408358-815,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853818880.jpg?ref=A45C2EA689&w=960&h=960&mode=max,60408358
Kjol med broderi vit,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",152,150 kr 299 kr,100% Bomull,Vit,https://www.polarnopyret.se/barnklader/underdelar/kjolar/kjol-med-broderi-vit-60408377-469,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853820036.jpg?ref=65AB4B4185&w=960&h=960&mode=max,60408377
Randig jumpsuit ljusblå,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",116,200 kr 399 kr,100% Bomull,Ljusblå,https://www.polarnopyret.se/barnklader/underdelar/byxor-jumpsuits/randig-jumpsuit-ljusbla-60408424-759,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853821804.jpg?ref=73B127ECF8&w=960&h=960&mode=max,60408424
Linne med broderi vit,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",152,150 kr 299 kr,100% Bomull,Vit,https://www.polarnopyret.se/barnklader/overdelar/t-shirts-linnen/linne-med-broderi-vit-60408638-469,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853830325.jpg?ref=34A1691794&w=960&h=960&mode=max,60408638
T-shirt med texttryck baby vit,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",80,74 kr 149 kr,"95% Bomull, 5% Elastan",Vit,https://www.polarnopyret.se/barnklader/overdelar/t-shirts-linnen/t-shirt-med-texttryck-baby-vit-60403725-469,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853656161.jpg?ref=802B0EAA5A&w=960&h=960&mode=max,60403725
Pikétröja med hawaiiblommor mörkblå,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",146 152,150 kr 299 kr,"95% Bomull, 5% Elastan",Mörkblå,https://www.polarnopyret.se/barnklader/overdelar/t-shirts-linnen/piketroja-med-hawaiiblommor-morkbla-60408673-829,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853832633.jpg?ref=41DA8D83DC&w=960&h=960&mode=max,60408673
T-shirt med tryck gul,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",146 152,64 kr 129 kr,100% Bomull,Gul,https://www.polarnopyret.se/barnklader/overdelar/t-shirts-linnen/t-shirt-med-tryck-gul-60408465-613,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853823884.jpg?ref=7471314EC9&w=960&h=960&mode=max,60408465
Sandaler kavat sand wp mörk marinblå,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",29 30,100 kr 199 kr,100% Gummi,Mörk marinblå,https://www.polarnopyret.se/barnklader/outlet/sandaler-kavat-sand-wp-mork-marinbla-60367861-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325852753311_1.jpg?ref=BF906821A9&w=960&h=960&mode=max,60367861
Uv-tröja med volang rosa,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",122 128,150 kr 299 kr,"78% Polyamid, 22% Elastan",Rosa,https://www.polarnopyret.se/barnklader/badklader/uv-klader/uv-troja-med-volang-rosa-60403277-845,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853640009.jpg?ref=4BF60C26A7&w=960&h=960&mode=max,60403277
Mjuka byxor med knytband nyfödd rosa,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",68,74 kr 149 kr,"95% Bomull, 5% Elastan.",Rosa,https://www.polarnopyret.se/barnklader/kampanjer/sommarrea/mjuka-byxor-med-knytband-nyfodd-rosa-60380463-737,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325852903754.jpg?ref=2423C1F304&w=960&h=960&mode=max,60380463
Randig solhatt med knytband baby mörkblå,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",50,74 kr 149 kr,"95% Bomull, 5% Elastan",Mörkblå,https://www.polarnopyret.se/barnklader/kollektioner/mini-me/randig-solhatt-med-knytband-baby-morkbla-60408549-655,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853828421.jpg?ref=1D02E8913E&w=960&h=960&mode=max,60408549
Snurrklänning med blomtryck mörk marinblå,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",116,200 kr 399 kr,Yttertyg: 100% Viskos Foder: 100% Bomull,Mörk marinblå,https://www.polarnopyret.se/barnklader/overdelar/klanningar/snurrklanning-med-blomtryck-mork-marinbla-60403677-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853652804.jpg?ref=E950224B4B&w=960&h=960&mode=max,60403677
Klänning med elastisk smock grön,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",152,224 kr 449 kr,100% Viskos,Grön,https://www.polarnopyret.se/barnklader/overdelar/klanningar/klanning-med-elastisk-smock-gron-60408409-607,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853821293.jpg?ref=57A248DE8B&w=960&h=960&mode=max,60408409
Stråhatt vit,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",52 54,90 kr 179 kr,100% Pappersstrå,Vit,https://www.polarnopyret.se/barnklader/badklader/solhattar/strahatt-vit-60403504-469,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853648685.jpg?ref=4DDDB87F66&w=960&h=960&mode=max,60403504
Uv- byxor turkos,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",110 116,124 kr 249 kr,"78% Polyamid, 22% Elastan",Turkos,https://www.polarnopyret.se/barnklader/badklader/badbyxor/uv-byxor-turkos-60403343-832,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853644069.jpg?ref=3825BDF109&w=960&h=960&mode=max,60403343
Byxor med brodyr beige,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",80,114 kr 229 kr,"98% Bomull, 2% Elastan",Beige,https://www.polarnopyret.se/barnklader/underdelar/byxor-jumpsuits/byxor-med-brodyr-beige-60408653-317,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853831124.jpg?ref=D8C534B31D&w=960&h=960&mode=max,60408653
Hålmönstrade strumpbyxor baby vit,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",86 92,74 kr 149 kr,"81% Bomull, 17% Polyester, 2% Elastan",Vit,https://www.polarnopyret.se/barnklader/underklader-nattplagg/strumpbyxor/halmonstrade-strumpbyxor-baby-vit-60404127-469,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853676213.jpg?ref=1A8B13296E&w=960&h=960&mode=max,60404127
Tröja med små giraffer baby gråmelange,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",80,100 kr 199 kr,"97% Bomull,3% Elastan",Gråmelange,https://www.polarnopyret.se/barnklader/overdelar/trojor-toppar/troja-med-sma-giraffer-baby-gramelange-60408635-186,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853830127.jpg?ref=CFB7D01B75&w=960&h=960&mode=max,60408635
Hoodie med dragkedja och kort ärm gul,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",116,174 kr 349 kr,"80% Bomull,20% Polyester",Gul,https://www.polarnopyret.se/barnklader/badklader/badrockar/hoodie-med-dragkedja-och-kort-arm-gul-60408497-613,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853826038.jpg?ref=16900C13BF&w=960&h=960&mode=max,60408497
Pikéklänning korallrosa,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",116,174 kr 349 kr,"68% Viskos,28% Polyamid, 4% Elastan",Korallrosa,https://www.polarnopyret.se/barnklader/overdelar/klanningar/pikeklanning-korallrosa-60408331-851,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853818644.jpg?ref=EDAD43E739&w=960&h=960&mode=max,60408331
2-pack randiga strumpor rosa,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",40 42,50 kr 99 kr,"75% Bomull, 23% Polyamid, 2% Elastan",Rosa,https://www.polarnopyret.se/barnklader/underklader-nattplagg/strumpor/2-pack-randiga-strumpor-rosa-60400334-847,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853554924.jpg?ref=8D31F6B7B0&w=960&h=960&mode=max,60400334
Keps med p- applikation röd,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",52 54,74 kr 149 kr,100% Bomull,Röd,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/kepsar/keps-med-p-applikation-rod-60403449-855,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853646865.jpg?ref=F5CA1E9462&w=960&h=960&mode=max,60403449
Uv- keps med volang baby rosa,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",44 46,90 kr 179 kr,"78% Polyamid, 22% Elastan",Rosa,https://www.polarnopyret.se/barnklader/kampanjer/sommarrea/uv-keps-med-volang-baby-rosa-60403327-845,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853641204.jpg?ref=2A43DE5CEA&w=960&h=960&mode=max,60403327
T-shirt med tryck och broderi turkos,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",116,124 kr 249 kr,100% Bomull,Turkos,https://www.polarnopyret.se/barnklader/overdelar/t-shirts-linnen/t-shirt-med-tryck-och-broderi-turkos-60408657-833,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853831292.jpg?ref=6AA4179677&w=960&h=960&mode=max,60408657
Enfärgade strumpbyxor baby rosa,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",86 92,64 kr 129 kr,"80% Bomull, 14% Polyester, 3% Polyamid, 3% Elastan",Rosa,https://www.polarnopyret.se/barnklader/underklader-nattplagg/strumpbyxor/enfargade-strumpbyxor-baby-rosa-60400337-847,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853555129.jpg?ref=8068A98548&w=960&h=960&mode=max,60400337
Randiga badbyxor baby mörk marinblå,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",74 80,100 kr 199 kr,"78% Polyamid, 22% Elastan",Mörk marinblå,https://www.polarnopyret.se/barnklader/kollektioner/mini-me/randiga-badbyxor-baby-mork-marinbla-60403334-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853641365.jpg?ref=8E8AF5F007&w=960&h=960&mode=max,60403334
Mössa med öron baby grön,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",48 50,50 kr 99 kr,"95% Bomull, 5% Elastan",Grön,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/mossa-med-oron-baby-gron-60403978-797,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853667389.jpg?ref=F4C7440796&w=960&h=960&mode=max,60403978
Vändbar solhatt med uv-skydd blå,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",54,100 kr 199 kr,Yttertyg: 100% Polyester Foder: 100% Bomull,Blå,https://www.polarnopyret.se/barnklader/badklader/solhattar/vandbar-solhatt-med-uv-skydd-bla-60403544-822,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853649194.jpg?ref=C903FB61FA&w=960&h=960&mode=max,60403544
Enfärgade leggings baby rosa,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",92,70 kr 149 kr,"95% Bomull, 5% Elastan",Rosa,https://www.polarnopyret.se/barnklader/outlet/enfargade-leggings-baby-rosa-60379499-723,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325852881441_1.jpg?ref=CC232AB4A2&w=960&h=960&mode=max,60379499
Hålmönstrade strumpor baby vit,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",16 18,24 kr 49 kr,"80% Bomull, 14% Polyester, 3% Elastan,3% Polyamid",Vit,https://www.polarnopyret.se/barnklader/underklader-nattplagg/strumpor/halmonstrade-strumpor-baby-vit-60408425-469,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853821859.jpg?ref=C5E2DF4617&w=960&h=960&mode=max,60408425
Klänning med krage baby ljusblå,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",80,124 kr 249 kr,100% Bomull,Ljusblå,https://www.polarnopyret.se/barnklader/kollektioner/festklader/klanning-med-krage-baby-ljusbla-60408629-759,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853829787.jpg?ref=EB07E4CC95&w=960&h=960&mode=max,60408629
Solkeps med volang vit,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",52 54,74 kr 149 kr,100% Bomull,Vit,https://www.polarnopyret.se/barnklader/badklader/solhattar/solkeps-med-volang-vit-60403536-469,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853648890.jpg?ref=34EE1C576A&w=960&h=960&mode=max,60403536
Shorts med blomtryck korall,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",116,150 kr 299 kr,"97% Bomull,3% Elastan",Korall,https://www.polarnopyret.se/barnklader/underdelar/shorts/shorts-med-blomtryck-korall-60408390-619,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853820555.jpg?ref=377AC08165&w=960&h=960&mode=max,60408390
Frottéstrumpor nyfödd mörk marinblå,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",16 18,49 kr,"80% bomull, 18% polyamid, 2% elastan",Mörk marinblå,https://www.polarnopyret.se/barnklader/underklader-nattplagg/strumpor/frottestrumpor-nyfodd-mork-marinbla-60290270-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7322859452728.jpg?ref=F4C63AF625&w=960&h=960&mode=max,60290270
Randiga trosor blå,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",146 152,79 kr,"95% Bomull, 5% Elastan",Blå,https://www.polarnopyret.se/barnklader/underklader-nattplagg/kalsonger-trosor/randiga-trosor-bla-60420078-161,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854114288.jpg?ref=DD7901B40B&w=960&h=960&mode=max,60420078
2-pack strumpor halkskydd baby röd,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",22 24,99 kr,"82% bomull, 16% polyamid, 2% elastan",Röd,https://www.polarnopyret.se/barnklader/kampanjer/3-for-2/2-pack-strumpor-halkskydd-baby-rod-60290271-503,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7322859452797.jpg?ref=AB0FED3D77&w=960&h=960&mode=max,60290271
Randiga boxershorts grå,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",146 152,99 kr,"95% Bomull, 5% Elastan",Grå,https://www.polarnopyret.se/barnklader/underklader-nattplagg/kalsonger-trosor/randiga-boxershorts-gra-60420044-186,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854113014.jpg?ref=37DF2CC9BB&w=960&h=960&mode=max,60420044
Långkalsonger gråmelange,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",92,199 kr,100% bomull,Gråmelange,https://www.polarnopyret.se/barnklader/ull-understall/understall/langkalsonger-gramelange-60361195-186,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325852369369.jpg?ref=436F14AB57&w=960&h=960&mode=max,60361195
3-pack enfärgade strumpor barn mörk marinblå,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",40 42,129 kr,"75% bomull, 23% polyamid, 2% elastan",Mörk marinblå,https://www.polarnopyret.se/barnklader/underklader-nattplagg/strumpor/3-pack-enfargade-strumpor-barn-mork-marinbla-60290288-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7322859453787.jpg?ref=E82285D065&w=960&h=960&mode=max,60290288
3-pack enfärgade strumpor barn gråmelange,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",40 42,129 kr,"75% bomull, 23% polyamid, 2% elastan",Gråmelange,https://www.polarnopyret.se/barnklader/underklader-nattplagg/strumpor/3-pack-enfargade-strumpor-barn-gramelange-60290288-186,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7322859456498.jpg?ref=EF17ECC84E&w=960&h=960&mode=max,60290288
2-pack enfärgade strumpor nyfödd vit,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",13 15,79 kr,"82% bomull, 16% polyamid, 2% elastan",Vit,https://www.polarnopyret.se/barnklader/underklader-nattplagg/strumpor/2-pack-enfargade-strumpor-nyfodd-vit-60290278-469,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7322859453268.jpg?ref=6E4B2089C3&w=960&h=960&mode=max,60290278
2-pack strumpor med halkskydd röd,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",28 30,99 kr,"82% Bomull, 16% Polyamid, 2% Elastan",Röd,https://www.polarnopyret.se/barnklader/underklader-nattplagg/strumpor/2-pack-strumpor-med-halkskydd-rod-60420140-867,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854115087.jpg?ref=DFAC6B9F49&w=960&h=960&mode=max,60420140
Randiga hipstertrosor grå,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",110 116,79 kr,"95% Bomull, 5% Elastan",Grå,https://www.polarnopyret.se/barnklader/kollektioner/skolstart/randiga-hipstertrosor-gra-60420073-186,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854114189.jpg?ref=535A4A21CD&w=960&h=960&mode=max,60420073
Enfärgade strumpor baby gul,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",16 18,49 kr,"79% Bomull, 19% Polyamid, 2% Elastan",Gul,https://www.polarnopyret.se/barnklader/kollektioner/soft-wear/enfargade-strumpor-baby-gul-60420132-875,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854114912.jpg?ref=DE0652FB6F&w=960&h=960&mode=max,60420132
Ullstrumpor med halkskydd gråmelange,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",28 30,99 kr,"80% Ull, 17% Polyamid, 3% Elastan",Gråmelange,https://www.polarnopyret.se/barnklader/kollektioner/soft-wear/ullstrumpor-med-halkskydd-gramelange-60420237-186,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854119184.jpg?ref=9148693839&w=960&h=960&mode=max,60420237
Randiga hipstertrosor gråmelange,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",110 116,79 kr,"95% Bomull, 5% Elastan",Gråmelange,https://www.polarnopyret.se/barnklader/underklader-nattplagg/kalsonger-trosor/randiga-hipstertrosor-gramelange-60390448-186,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853247161.jpg?ref=ADFCACEA91&w=960&h=960&mode=max,60390448
Randiga boxershorts gråmelange,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",146 152,99 kr,"95% Bomull, 5% Elastan",Gråmelange,https://www.polarnopyret.se/barnklader/underklader-nattplagg/kalsonger-trosor/randiga-boxershorts-gramelange-60390447-186,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853247123.jpg?ref=46E5E0D967&w=960&h=960&mode=max,60390447
Frottéstrumpor gråmelange,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",16 18,49 kr,"80% bomull, 18% polyamid, 2% elastan",Gråmelange,https://www.polarnopyret.se/barnklader/underklader-nattplagg/strumpor/frottestrumpor-gramelange-60361129-186,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325852369093.jpg?ref=40838190BC&w=960&h=960&mode=max,60361129
Hipstertrosor med hundtryck grön,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",146 152,79 kr,"95% Bomull, 5% Elastan",Grön,https://www.polarnopyret.se/barnklader/underklader-nattplagg/kalsonger-trosor/hipstertrosor-med-hundtryck-gron-60420070-885,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854114165.jpg?ref=DF745A96D0&w=960&h=960&mode=max,60420070
Ribbstickad strumpbyxa rosa,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",110 116,149 kr,"80% Bomull, 14% Polyester, 3% Polyamid, 3% Elastan",Rosa,https://www.polarnopyret.se/barnklader/underklader-nattplagg/strumpbyxor/ribbstickad-strumpbyxa-rosa-60420255-869,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854119818.jpg?ref=12F1FAB7AE&w=960&h=960&mode=max,60420255
Ullstrumpor med halkskydd mörk marinblå,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",28 30,99 kr,"80% Ull, 17% Polyamid, 3% Elastan",Mörk marinblå,https://www.polarnopyret.se/barnklader/underklader-nattplagg/strumpor/ullstrumpor-med-halkskydd-mork-marinbla-60420242-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854119320.jpg?ref=E54D03550E&w=960&h=960&mode=max,60420242
2-pack strumpor med halkskydd laxrosa,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",28 30,99 kr,"82% Bomull, 16% Polyamid, 2% Elastan",Laxrosa,https://www.polarnopyret.se/barnklader/kollektioner/soft-wear/2-pack-strumpor-med-halkskydd-laxrosa-60420143-868,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854115179.jpg?ref=2FCBDCED2A&w=960&h=960&mode=max,60420143
Randiga boxershorts mörk marinblå,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",146 152,99 kr,"95% Bomull, 5% Elastane",Mörk marinblå,https://www.polarnopyret.se/barnklader/underklader-nattplagg/kalsonger-trosor/randiga-boxershorts-mork-marinbla-60404926-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853718616.jpg?ref=AD8FB1A6D5&w=960&h=960&mode=max,60404926
Ullstrumpor med halkskydd baby mörk marinblå,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",22 24,99 kr,"80% Ull, 17% Polyamid 3% Elastan",Mörk marinblå,https://www.polarnopyret.se/barnklader/underklader-nattplagg/strumpor/ullstrumpor-med-halkskydd-baby-mork-marinbla-60381260-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325852933515.jpg?ref=606D3FBAB9&w=960&h=960&mode=max,60381260
Ullstrumpor med halkskydd gråmelange,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",28 30,99 kr,"80% Ull, 17% Polyamid, 3% Elastan",Gråmelange,https://www.polarnopyret.se/barnklader/underklader-nattplagg/strumpor/ullstrumpor-med-halkskydd-gramelange-60381262-186,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325852933577.jpg?ref=9B82C94020&w=960&h=960&mode=max,60381262
Ullstrumpor blå,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",40 42,129 kr,"80% Ull, 17% Polyamid, 3% Elastan",Blå,https://www.polarnopyret.se/barnklader/underklader-nattplagg/strumpor/ullstrumpor-bla-60420296-901,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854129879.jpg?ref=7818160275&w=960&h=960&mode=max,60420296
2-pack randiga strumpor barn röd,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",40 42,99 kr,"75% bomull, 23% polyamid, 2% elastan",Röd,https://www.polarnopyret.se/barnklader/kampanjer/3-for-2/2-pack-randiga-strumpor-barn-rod-60290286-503,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7322859453619.jpg?ref=E0D9BC7BA2&w=960&h=960&mode=max,60290286
2-pack randiga strumpor barn mörk marinblå,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",40 42,99 kr,"75% bomull, 23% polyamid, 2% elastan",Mörk marinblå,https://www.polarnopyret.se/barnklader/kampanjer/3-for-2/2-pack-randiga-strumpor-barn-mork-marinbla-60290286-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7322859453602.jpg?ref=4CE4E73606&w=960&h=960&mode=max,60290286
2-pack strumpor mörk marinblå,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",40 42,99 kr,"75% Bomull, 23% Polyamid, 2% Elastan",Mörk marinblå,https://www.polarnopyret.se/barnklader/underklader-nattplagg/strumpor/2-pack-strumpor-mork-marinbla-60420171-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854116411.jpg?ref=92FA9B8449&w=960&h=960&mode=max,60420171
Ribbstickad strumpbyxa mörk marinblå,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",146 152,149 kr,"80% Bomull, 14% Polyester, 3% Polyamid, 3% Elastan",Mörk marinblå,https://www.polarnopyret.se/barnklader/underklader-nattplagg/strumpbyxor/ribbstickad-strumpbyxa-mork-marinbla-60420261-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854119986.jpg?ref=AD7F7AB8B1&w=960&h=960&mode=max,60420261
Boxertrosor med flygplanstryck grön,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",110 116,99 kr,"95% Bomull, 5% Elastan",Grön,https://www.polarnopyret.se/barnklader/underklader-nattplagg/kalsonger-trosor/boxertrosor-med-flygplanstryck-gron-60420065-882,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854114004.jpg?ref=B8D207F05B&w=960&h=960&mode=max,60420065
Boxertrosor rosa,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",110 116,99 kr,"95% Bomull, 5% Elastan",Rosa,https://www.polarnopyret.se/barnklader/underklader-nattplagg/kalsonger-trosor/boxertrosor-rosa-60420060-868,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854113793.jpg?ref=2462CF1ABE&w=960&h=960&mode=max,60420060
2-pack strumpor med halkskydd lila,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",28 30,99 kr,"79% Bomull, 19% Polyamid, 2% Elastan",Lila,https://www.polarnopyret.se/barnklader/kollektioner/soft-wear/2-pack-strumpor-med-halkskydd-lila-60404107-672,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853675582.jpg?ref=73671F6709&w=960&h=960&mode=max,60404107
2-pack randiga strumpor baby mörk marinblå,polarnopyret,unisex,"Underkläder & Nattplagg
(292)",22 24,99 kr,"75% bomull, 23% polyamid, 2% elastan",Mörk marinblå,https://www.polarnopyret.se/barnklader/kampanjer/3-for-2/2-pack-randiga-strumpor-baby-mork-marinbla-60290284-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7322859453541.jpg?ref=B51F90A2D9&w=960&h=960&mode=max,60290284
