article_no,gender,category,price,size,brand
10451,unisex,funktionsplagg,250,110,lager157
10451,unisex,funktionsplagg,250,160,lager157
10451,unisex,funktionsplagg,250,140,lager157
10451,unisex,funktionsplagg,250,120,lager157
10451,unisex,funktionsplagg,250,90,lager157
10451,unisex,funktionsplagg,250,100,lager157
10451,unisex,funktionsplagg,250,130,lager157
10451,unisex,funktionsplagg,250,150,lager157
10451,unisex,funktionsplagg,250,110,lager157
10451,unisex,funktionsplagg,250,160,lager157
10451,unisex,funktionsplagg,250,140,lager157
10451,unisex,funktionsplagg,250,120,lager157
10451,unisex,funktionsplagg,250,90,lager157
10451,unisex,funktionsplagg,250,100,lager157
10451,unisex,funktionsplagg,250,130,lager157
10451,unisex,funktionsplagg,250,150,lager157
10451,unisex,funktionsplagg,250,110,lager157
10451,unisex,funktionsplagg,250,160,lager157
10451,unisex,funktionsplagg,250,140,lager157
10451,unisex,funktionsplagg,250,120,lager157
10451,unisex,funktionsplagg,250,90,lager157
10451,unisex,funktionsplagg,250,100,lager157
10451,unisex,funktionsplagg,250,130,lager157
10451,unisex,funktionsplagg,250,150,lager157
10451,unisex,funktionsplagg,250,110,lager157
10451,unisex,funktionsplagg,250,160,lager157
10451,unisex,funktionsplagg,250,140,lager157
10451,unisex,funktionsplagg,250,120,lager157
10451,unisex,funktionsplagg,250,90,lager157
10451,unisex,funktionsplagg,250,100,lager157
10451,unisex,funktionsplagg,250,130,lager157
10451,unisex,funktionsplagg,250,150,lager157
10451,unisex,funktionsplagg,250,110,lager157
10451,unisex,funktionsplagg,250,160,lager157
10451,unisex,funktionsplagg,250,140,lager157
10451,unisex,funktionsplagg,250,120,lager157
10452,unisex,funktionsplagg,150,90,lager157
10452,unisex,funktionsplagg,150,100,lager157
10452,unisex,funktionsplagg,150,130,lager157
10452,unisex,funktionsplagg,150,150,lager157
10452,unisex,funktionsplagg,150,110,lager157
10452,unisex,funktionsplagg,150,160,lager157
10452,unisex,funktionsplagg,150,140,lager157
